X vol_f_Field2 diameter_Field2
0.000139645 0.692776 0.000734511
0.000376525 0.692875 0.000733056
0.000613858 0.693059 0.000730307
0.000851483 0.693314 0.00072628
0.00108931 0.693652 0.000721014
0.00132727 0.694076 0.000714567
0.00156534 0.694575 0.000706995
0.00180349 0.695171 0.000698378
0.0020417 0.695834 0.000688782
0.00227996 0.6966 0.000678309
0.00251826 0.697426 0.000667022
0.00275659 0.698366 0.000655039
0.00299495 0.699364 0.000642412
0.00323333 0.700483 0.000629276
0.00347172 0.701661 0.000615662
0.00371014 0.702924 0.000601712
0.00394857 0.704289 0.000587442
0.00418701 0.705694 0.000572976
0.00442546 0.707236 0.000558337
0.00466392 0.708788 0.000543597
0.00490238 0.710472 0.000528795
0.00514086 0.712164 0.000513941
0.00537934 0.713958 0.000499082
0.00561783 0.715782 0.000484174
0.00585632 0.717686 0.000469247
0.00609482 0.719642 0.000454226
0.00633332 0.721662 0.000439098
0.00657182 0.723746 0.000423771
0.00681033 0.725881 0.000408174
0.00704884 0.728103 0.000392199
0.00728736 0.730356 0.000375693
0.00752587 0.732743 0.000358515
0.00776439 0.735087 0.000340374
0.00800291 0.737762 0.00032109
0.00824144 0.740223 0.000300071
0.00847996 0.743536 0.000276817
0.00871849 0.746547 0.000250491
0.00895702 0.751685 0.000218667
0.00919555 0.755371 0.000180858
0.00943408 0.764644 0.000134494
