X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 0.011565 6.99195e-05 4.25947 4.27013
0.000376525 0.0119366 8.4303e-05 4.25898 4.27273
0.000613858 0.0126113 9.63119e-05 4.25745 4.27368
0.000851483 0.0135865 0.000106314 4.25519 4.27341
0.00108931 0.0148803 0.000115085 4.25217 4.27207
0.00132727 0.0165234 0.000123006 4.24838 4.26977
0.00156534 0.0185509 0.000130253 4.24382 4.26653
0.00180349 0.0210125 0.000136893 4.23845 4.26235
0.0020417 0.0239572 0.00014294 4.23227 4.25721
0.00227996 0.0274516 0.000148393 4.22524 4.25107
0.00251826 0.031554 0.000153266 4.2173 4.24387
0.00275659 0.0363475 0.000157602 4.20841 4.23558
0.00299495 0.041901 0.000161477 4.19849 4.22615
0.00323333 0.048293 0.000164996 4.18747 4.21553
0.00347172 0.0555921 0.000168285 4.17525 4.20364
0.00371014 0.06385 0.000171482 4.16171 4.19041
0.00394857 0.0731345 0.000174729 4.14674 4.17574
0.00418701 0.0834893 0.000178158 4.13015 4.1595
0.00442546 0.0949126 0.000181899 4.11175 4.14143
0.00466392 0.107409 0.00018608 4.09128 4.12129
0.00490238 0.120861 0.000190812 4.06848 4.09884
0.00514086 0.135138 0.000196173 4.04302 4.07378
0.00537934 0.150067 0.000202203 4.01457 4.04579
0.00561783 0.165478 0.000208877 3.98282 4.01453
0.00585632 0.181108 0.000216095 3.94744 3.97971
0.00609482 0.196743 0.000223663 3.90825 3.94107
0.00633332 0.212186 0.00023132 3.86499 3.89835
0.00657182 0.227086 0.000238674 3.81758 3.8514
0.00681033 0.241612 0.000245395 3.7656 3.79978
0.00704884 0.255456 0.000250981 3.70897 3.7433
0.00728736 0.268799 0.000255089 3.64651 3.68078
0.00752587 0.281518 0.000257215 3.57833 3.61219
0.00776439 0.293858 0.000257079 3.50093 3.53405
0.00800291 0.305797 0.000254129 3.41644 3.44836
0.00824144 0.317658 0.00024809 3.31454 3.34498
0.00847996 0.329374 0.000238187 3.20322 3.23138
0.00871849 0.341116 0.000223928 3.05156 3.07722
0.00895702 0.352884 0.000203692 2.88071 2.90361
0.00919555 0.365427 0.00017669 2.60655 2.62646
0.00943408 0.382003 0.000142713 2.17342 2.18526
