X vol_f_Field2 diameter_Field2
0.000139645 0.367561 0.000443173
0.000376525 0.368146 0.000452123
0.000613858 0.368909 0.000457296
0.000851483 0.370073 0.00046113
0.00108931 0.371574 0.000464658
0.00132727 0.373409 0.000468251
0.00156534 0.375574 0.000472038
0.00180349 0.378033 0.000475961
0.0020417 0.380781 0.000479924
0.00227996 0.383779 0.000483748
0.00251826 0.387017 0.000487254
0.00275659 0.390442 0.000490239
0.00299495 0.394074 0.000492536
0.00323333 0.39783 0.000493981
0.00347172 0.401731 0.000494478
0.00371014 0.40573 0.000493947
0.00394857 0.409815 0.000492379
0.00418701 0.413919 0.000489765
0.00442546 0.418066 0.000486164
0.00466392 0.422211 0.000481603
0.00490238 0.426384 0.000476166
0.00514086 0.430523 0.00046987
0.00537934 0.434684 0.000462799
0.00561783 0.438789 0.000454913
0.00585632 0.442884 0.00044627
0.00609482 0.446891 0.000436782
0.00633332 0.450963 0.000426587
0.00657182 0.454991 0.00041556
0.00681033 0.459092 0.000403792
0.00704884 0.463165 0.000391039
0.00728736 0.467335 0.0003774
0.00752587 0.471441 0.000362457
0.00776439 0.475669 0.000346367
0.00800291 0.479942 0.000328382
0.00824144 0.484404 0.000308763
0.00847996 0.489016 0.000286125
0.00871849 0.493789 0.000260628
0.00895702 0.498877 0.000229546
0.00919555 0.504447 0.00019294
0.00943408 0.512771 0.000152343
