X vol_f_Field2 diameter_Field2
0.000139645 0.000421339 1.48759e-05
0.000376525 0.000920475 2.06193e-05
0.000613858 0.00182326 2.73067e-05
0.000851483 0.00302276 3.47033e-05
0.00108931 0.00436204 4.25425e-05
0.00132727 0.00573303 5.05299e-05
0.00156534 0.00719479 5.84573e-05
0.00180349 0.00892226 6.61314e-05
0.0020417 0.0110308 7.35156e-05
0.00227996 0.0135755 8.07548e-05
0.00251826 0.016628 8.79452e-05
0.00275659 0.0202686 9.51095e-05
0.00299495 0.0245863 0.000102201
0.00323333 0.0296822 0.000109104
0.00347172 0.0356621 0.000115642
0.00371014 0.0426352 0.000121592
0.00394857 0.0507131 0.00012674
0.00418701 0.060012 0.000130949
0.00442546 0.0706191 0.0001342
0.00466392 0.0826066 0.000136559
0.00490238 0.0960001 0.000138149
0.00514086 0.110801 0.000139127
0.00537934 0.126924 0.000139654
0.00561783 0.14428 0.000139874
0.00585632 0.162656 0.000139902
0.00609482 0.181848 0.000139831
0.00633332 0.201566 0.000139718
0.00657182 0.221539 0.000139595
0.00681033 0.241507 0.000139453
0.00704884 0.261183 0.000139245
0.00728736 0.280458 0.000138882
0.00752587 0.299076 0.000138222
0.00776439 0.317183 0.000137095
0.00800291 0.334642 0.000135229
0.00824144 0.351674 0.000132331
0.00847996 0.368391 0.000127956
0.00871849 0.385049 0.000121601
0.00895702 0.401449 0.000112215
0.00919555 0.418424 9.90653e-05
0.00943408 0.440914 8.22373e-05
