X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 0.17724 0.000349656 4.99983 5.07599
0.000376525 0.178315 0.000400196 4.99769 5.08577
0.000613858 0.179909 0.000438398 4.99514 5.08699
0.000851483 0.18209 0.00047556 4.99153 5.08401
0.00108931 0.185012 0.000514755 4.98668 5.07889
0.00132727 0.18856 0.000556439 4.98051 5.07211
0.00156534 0.192786 0.000600007 4.97297 5.06384
0.00180349 0.197622 0.000644159 4.96397 5.05399
0.0020417 0.203075 0.000687343 4.95346 5.04255
0.00227996 0.209068 0.000727957 4.9413 5.02937
0.00251826 0.215554 0.000764619 4.92745 5.01439
0.00275659 0.222327 0.000796256 4.91172 4.99738
0.00299495 0.229311 0.00082226 4.89407 4.97839
0.00323333 0.236375 0.000842432 4.87435 4.95725
0.00347172 0.243607 0.000856973 4.85252 4.93398
0.00371014 0.250882 0.000866266 4.82845 4.90846
0.00394857 0.258218 0.000870866 4.8021 4.8807
0.00418701 0.265457 0.00087132 4.77336 4.8506
0.00442546 0.272687 0.000868235 4.74217 4.8181
0.00466392 0.279808 0.00086209 4.70844 4.78314
0.00490238 0.286957 0.000853384 4.67204 4.74556
0.00514086 0.293993 0.00084243 4.63291 4.70532
0.00537934 0.301066 0.000829592 4.59076 4.66215
0.00561783 0.308015 0.000815014 4.54563 4.61612
0.00585632 0.314997 0.000798946 4.49708 4.56678
0.00609482 0.32186 0.000781377 4.44527 4.5142
0.00633332 0.328777 0.00076248 4.3891 4.4573
0.00657182 0.335583 0.000742097 4.32938 4.3968
0.00681033 0.342461 0.000720337 4.26362 4.33006
0.00704884 0.349001 0.000696932 4.19454 4.26005
0.00728736 0.355687 0.00067207 4.11524 4.1799
0.00752587 0.362092 0.000645014 4.03474 4.09861
0.00776439 0.368705 0.000615842 3.93447 3.9977
0.00800291 0.375177 0.000583504 3.83921 3.90181
0.00824144 0.381997 0.000548151 3.70299 3.76531
0.00847996 0.388906 0.000507995 3.58172 3.64274
0.00871849 0.396284 0.000463346 3.37413 3.43506
0.00895702 0.40417 0.000410684 3.19791 3.25819
0.00919555 0.413993 0.000351716 2.82962 2.88059
0.00943408 0.425644 0.000294634 2.33783 2.37378
