X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 0.136957 0.000231893 4.88775 4.93823
0.000376525 0.13794 0.000262146 4.88647 4.94453
0.000613858 0.139651 0.000283294 4.88413 4.94732
0.000851483 0.14209 0.000300363 4.88082 4.94795
0.00108931 0.145317 0.000316502 4.87639 4.94709
0.00132727 0.149297 0.000333194 4.87077 4.94502
0.00156534 0.154053 0.000351232 4.86392 4.94189
0.00180349 0.159529 0.000371016 4.8557 4.93764
0.0020417 0.165732 0.000392714 4.84618 4.93208
0.00227996 0.172515 0.000416246 4.83546 4.92287
0.00251826 0.179882 0.000441368 4.82331 4.9103
0.00275659 0.187757 0.000467604 4.80944 4.89547
0.00299495 0.196092 0.000494297 4.79373 4.87865
0.00323333 0.204766 0.00052062 4.77604 4.8598
0.00347172 0.213743 0.000545703 4.75627 4.83885
0.00371014 0.222888 0.000568696 4.7343 4.81567
0.00394857 0.23218 0.000588916 4.71005 4.79022
0.00418701 0.241452 0.000605843 4.68342 4.76238
0.00442546 0.250724 0.000619241 4.65431 4.73209
0.00466392 0.259897 0.000629027 4.62268 4.69927
0.00490238 0.268962 0.000635333 4.58838 4.66382
0.00514086 0.277824 0.000638325 4.55137 4.62566
0.00537934 0.286539 0.000638309 4.51141 4.58461
0.00561783 0.294985 0.000635487 4.46854 4.54064
0.00585632 0.303289 0.000630183 4.42226 4.49334
0.00609482 0.311283 0.000622516 4.37277 4.44281
0.00633332 0.319173 0.000612768 4.31908 4.38815
0.00657182 0.326748 0.000600926 4.26187 4.32996
0.00681033 0.334249 0.000587233 4.19888 4.26607
0.00704884 0.341504 0.000571553 4.13236 4.19863
0.00728736 0.348752 0.000554026 4.05654 4.12199
0.00752587 0.355774 0.000534177 3.97853 4.04321
0.00776439 0.362938 0.000512083 3.88293 3.94691
0.00800291 0.369993 0.000486918 3.78979 3.85302
0.00824144 0.377323 0.000458717 3.66055 3.72308
0.00847996 0.384788 0.000426017 3.54035 3.60041
0.00871849 0.392582 0.000388673 3.34654 3.40198
0.00895702 0.40064 0.000343932 3.1697 3.21866
0.00919555 0.410035 0.000292569 2.81892 2.86061
0.00943408 0.421917 0.00023796 2.3386 2.365
