X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 1.76e-06 1e-05 4.08493 4.08484
0.000376525 6.99468e-06 1e-05 4.08453 4.08449
0.000613858 4.13502e-05 1e-05 4.08326 4.08326
0.000851483 0.000269838 1e-05 4.08147 4.08151
0.00108931 0.0011189 1.52043e-05 4.07913 4.07932
0.00132727 0.00291839 2.60553e-05 4.07628 4.07705
0.00156534 0.00502588 3.85882e-05 4.07287 4.07485
0.00180349 0.00688339 5.17336e-05 4.06881 4.07257
0.0020417 0.00866521 6.40637e-05 4.064 4.07017
0.00227996 0.0107682 7.49591e-05 4.05836 4.06664
0.00251826 0.01326 8.47978e-05 4.05185 4.06205
0.00275659 0.0161852 9.41232e-05 4.04443 4.05646
0.00299495 0.0196047 0.000103147 4.03603 4.04981
0.00323333 0.0235902 0.00011185 4.02659 4.04201
0.00347172 0.0282154 0.000120102 4.016 4.03294
0.00371014 0.0335682 0.000127779 4.00419 4.02248
0.00394857 0.0397328 0.000134846 3.99102 4.0105
0.00418701 0.0468034 0.000141385 3.97634 3.99689
0.00442546 0.0548621 0.000147574 3.95997 3.98147
0.00466392 0.0639966 0.000153655 3.94172 3.96414
0.00490238 0.0742665 0.000159887 3.92132 3.94469
0.00514086 0.0856819 0.000166483 3.89856 3.92294
0.00537934 0.0982459 0.000173655 3.87305 3.89834
0.00561783 0.111869 0.000181585 3.84443 3.87071
0.00585632 0.12646 0.000190394 3.81225 3.83957
0.00609482 0.141745 0.000200081 3.77615 3.80455
0.00633332 0.157565 0.000210536 3.73567 3.7652
0.00657182 0.173475 0.000221431 3.69061 3.72129
0.00681033 0.189404 0.00023235 3.64048 3.67226
0.00704884 0.204838 0.000242619 3.58533 3.6181
0.00728736 0.219972 0.000251668 3.52412 3.55766
0.00752587 0.234359 0.00025868 3.45715 3.49115
0.00776439 0.24842 0.000263206 3.38099 3.41509
0.00800291 0.261873 0.000264497 3.29791 3.3316
0.00824144 0.275169 0.000262338 3.19742 3.23026
0.00847996 0.288118 0.000256068 3.08654 3.11762
0.00871849 0.301105 0.000245401 2.93741 2.96669
0.00895702 0.313909 0.000228974 2.76919 2.79671
0.00919555 0.328078 0.000207792 2.50023 2.52525
0.00943408 0.343928 0.000187315 2.07559 2.09344
