X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 0.133164 0.0002626 4.92476 4.98395
0.000376525 0.134265 0.000272824 4.92403 4.98588
0.000613858 0.136177 0.000279918 4.92216 4.98567
0.000851483 0.138954 0.000285602 4.91937 4.98404
0.00108931 0.14261 0.000291032 4.91559 4.98121
0.00132727 0.147159 0.000296792 4.91075 4.9773
0.00156534 0.152599 0.000303227 4.90479 4.97231
0.00180349 0.158894 0.000310571 4.89761 4.96623
0.0020417 0.166009 0.000318995 4.88907 4.95894
0.00227996 0.173866 0.000328615 4.87905 4.95036
0.00251826 0.182453 0.000339499 4.86739 4.94032
0.00275659 0.19158 0.000351621 4.85392 4.92866
0.00299495 0.201208 0.000364899 4.83851 4.91524
0.00323333 0.211131 0.000379103 4.82102 4.89983
0.00347172 0.221232 0.000393919 4.80146 4.88231
0.00371014 0.231431 0.000408921 4.78002 4.86193
0.00394857 0.241718 0.000423632 4.75655 4.83808
0.00418701 0.251951 0.000437575 4.73065 4.81125
0.00442546 0.262107 0.000450258 4.70225 4.78175
0.00466392 0.272049 0.000461231 4.67126 4.74962
0.00490238 0.281788 0.000470221 4.63758 4.71479
0.00514086 0.291254 0.000477002 4.60114 4.67721
0.00537934 0.300474 0.00048155 4.56181 4.63676
0.00561783 0.309374 0.00048381 4.51953 4.59338
0.00585632 0.318049 0.000483933 4.47398 4.54679
0.00609482 0.326372 0.000481903 4.42516 4.49692
0.00633332 0.334525 0.000477948 4.37235 4.44313
0.00657182 0.342336 0.000471983 4.31588 4.38567
0.00681033 0.350024 0.000464246 4.25402 4.32287
0.00704884 0.357443 0.000454522 4.18823 4.2561
0.00728736 0.364834 0.000443017 4.11413 4.18099
0.00752587 0.371963 0.000429288 4.03626 4.10191
0.00776439 0.379178 0.000413487 3.94457 4.00827
0.00800291 0.386255 0.000394696 3.85301 3.91236
0.00824144 0.393616 0.000373252 3.72722 3.78172
0.00847996 0.401019 0.000347638 3.60582 3.6542
0.00871849 0.4086 0.000317714 3.4167 3.45941
0.00895702 0.416369 0.000280031 3.23782 3.27518
0.00919555 0.425029 0.00023341 2.893 2.9245
0.00943408 0.437066 0.000174682 2.41899 2.43772
